animal_id,outcome_type
A712746,Adoption
A676937,Transfer
A666097,Adoption
A720101,Adoption
A671629,Transfer
A706891,Transfer
A656751,Adoption
A720826,Adoption
A684708,Adoption
A664237,Transfer
A716982,Transfer
A761149,Return to Owner
A764347,Adoption
A699179,Transfer
A702143,Euthanasia
A725261,Adoption
A543374,Return to Owner
A691719,Adoption
A677598,Adoption
A700084,Adoption
A657431,Adoption
A705679,Transfer
A708674,Adoption
A679264,Transfer
A697859,Return to Owner
A658616,Transfer
A763333,Transfer
A700035,Transfer
A696780,Adoption
A683857,Transfer
A745097,Adoption
A664767,Adoption
A742454,Adoption
A723794,Return to Owner
A724673,Adoption
A756623,Return to Owner
A740663,Adoption
A668697,Adoption
A696814,Adoption
A707760,Euthanasia
A747494,Return to Owner
A731501,Adoption
A708441,Adoption
A759173,Adoption
A739142,Return to Owner
A750879,Transfer
A683663,Transfer
A738917,Transfer
A683204,Transfer
A754467,Adoption
A758767,Transfer
A704399,Adoption
A683680,Adoption
A752726,Adoption
A682368,Transfer
A744577,Adoption
A686705,Transfer
A678395,Adoption
A743667,Euthanasia
A695428,Transfer
A751706,Adoption
A750275,Euthanasia
A747783,Adoption
A705930,Transfer
A755367,Transfer
A734222,Adoption
A730967,Return to Owner
A718778,Adoption
A758295,Adoption
A678544,Return to Owner
A718961,Euthanasia
A761161,Adoption
A703792,Return to Owner
A737589,Adoption
A669610,Transfer
A668516,Adoption
A711483,Adoption
A674712,Adoption
A694215,Return to Owner
A735940,Adoption
A751583,Transfer
A702674,Adoption
A719395,Adoption
A765441,Adoption
A702867,Return to Owner
A738766,Adoption
A699509,Euthanasia
A759692,Adoption
A753876,Adoption
A733044,Adoption
A714763,Adoption
A672404,Transfer
A668486,Adoption
A703715,Return to Owner
A507614,Return to Owner
A754888,Return to Owner
A701352,Adoption
A676917,Transfer
A666511,Adoption
A755043,Transfer
A743182,Return to Owner
A755973,Adoption
A729171,Transfer
A741933,Return to Owner
A689779,Return to Owner
A745197,Return to Owner
A750589,Return to Owner
A734784,Adoption
A697237,Adoption
A675709,Transfer
A714872,Adoption
A678163,Transfer
A765037,Adoption
A710378,Adoption
A673927,Euthanasia
A722157,Euthanasia
A758943,Adoption
A731315,Adoption
A761393,Adoption
A700589,Transfer
A696962,Adoption
A701521,Return to Owner
A741046,Adoption
A708675,Adoption
A699613,Adoption
A717271,Transfer
A686079,Adoption
A727299,Transfer
A740784,Adoption
A660948,Adoption
A734217,Adoption
A697189,Adoption
A678422,Adoption
A731692,Adoption
A747928,Transfer
A752456,Transfer
A740671,Adoption
A695626,Return to Owner
A701053,Adoption
A747085,Adoption
A697679,Adoption
A703876,Adoption
A555012,Return to Owner
A758098,Adoption
A701357,Adoption
A678618,Adoption
A667945,Return to Owner
A651564,Adoption
A685174,Adoption
A641640,Transfer
A735999,Adoption
A707443,Transfer
A745712,Adoption
A688309,Return to Owner
A750535,Adoption
A721082,Transfer
A734425,Adoption
A722665,Euthanasia
A665260,Transfer
A716254,Adoption
A726193,Adoption
A708926,Adoption
A711011,Transfer
A671730,Transfer
A749452,Transfer
A705188,Transfer
A643098,Return to Owner
A692276,Transfer
A755393,Euthanasia
A666617,Adoption
A699027,Adoption
A664967,Return to Owner
A604785,Return to Owner
A764844,Return to Owner
A713572,Transfer
A666547,Adoption
A693693,Return to Owner
A706882,Return to Owner
A732104,Transfer
A742961,Adoption
A723266,Adoption
A762356,Adoption
A715007,Adoption
A735726,Adoption
A666797,Transfer
A724690,Euthanasia
A713344,Adoption
A737415,Adoption
A673904,Return to Owner
A732641,Euthanasia
A700475,Return to Owner
A744794,Adoption
A696325,Return to Owner
A714595,Adoption
A745358,Transfer
A738309,Adoption
A692091,Adoption
A732417,Return to Owner
A739026,Adoption
A529630,Adoption
A707137,Adoption
A726932,Adoption
A740409,Adoption
A667109,Adoption
A726257,Return to Owner
A720163,Return to Owner
A583691,Return to Owner
A758017,Adoption
A733194,Return to Owner
A731057,Adoption
A707368,Transfer
A752145,Adoption
A744109,Return to Owner
A717711,Adoption
A736706,Return to Owner
A714738,Return to Owner
A694559,Adoption
A610728,Adoption
A530589,Return to Owner
A723679,Transfer
A706386,Adoption
A731002,Adoption
A657826,Transfer
A701453,Adoption
A718605,Adoption
A682691,Transfer
A720420,Adoption
A736534,Adoption
A669567,Transfer
A754080,Adoption
A564102,Transfer
A738757,Adoption
A713778,Return to Owner
A668721,Return to Owner
A704156,Adoption
A685336,Transfer
A680539,Transfer
A721541,Adoption
A651921,Return to Owner
A698656,Euthanasia
A691099,Transfer
A674204,Return to Owner
A717079,Adoption
A748599,Transfer
A710982,Transfer
A763161,Adoption
A702308,Transfer
A692488,Adoption
A702566,Adoption
A720549,Return to Owner
A688557,Adoption
A697595,Transfer
A754349,Adoption
A675122,Euthanasia
A673566,Adoption
A738411,Transfer
A700232,Transfer
A708007,Transfer
A721957,Adoption
A706029,Transfer
A684570,Adoption
A759301,Transfer
A733848,Return to Owner
A594265,Adoption
A581393,Adoption
A741767,Return to Owner
A739442,Adoption
A674774,Return to Owner
A753747,Transfer
A717801,Return to Owner
A715116,Transfer
A683512,Transfer
A738041,Transfer
A701015,Adoption
A720976,Transfer
A728057,Adoption
A749219,Adoption
A698045,Adoption
A718308,Adoption
A686086,Transfer
A744326,Adoption
A707208,Transfer
A644391,Transfer
A693634,Return to Owner
A680064,Transfer
A699889,Adoption
A722426,Transfer
A687566,Adoption
A760484,Adoption
A709858,Transfer
A701421,Transfer
A717436,Adoption
A711985,Transfer
A686147,Adoption
A598004,Adoption
A747699,Adoption
A678632,Transfer
A693624,Return to Owner
A760552,Transfer
A745981,Adoption
A685988,Adoption
A683452,Transfer
A749947,Adoption
A756232,Adoption
A706461,Adoption
A713755,Return to Owner
A747741,Adoption
A705243,Transfer
A720395,Adoption
A666651,Return to Owner
A714978,Adoption
A692817,Transfer
A704643,Adoption
A711273,Transfer
A662471,Return to Owner
A664543,Return to Owner
A616795,Adoption
A668817,Adoption
A689034,Return to Owner
A702530,Adoption
A705533,Transfer
A684922,Adoption
A706378,Transfer
A720019,Adoption
A690694,Adoption
A706199,Adoption
A584727,Return to Owner
A752258,Adoption
A718687,Adoption
A735140,Return to Owner
A570940,Return to Owner
A702771,Transfer
A694573,Adoption
A672699,Transfer
A687556,Adoption
A754444,Adoption
A673723,Transfer
A700973,Adoption
A752592,Adoption
A660275,Adoption
A738523,Transfer
A710410,Return to Owner
A713643,Euthanasia
A672482,Euthanasia
A699971,Adoption
A669307,Adoption
A678306,Adoption
A672462,Adoption
A686233,Adoption
A686709,Return to Owner
A715148,Transfer
A677866,Adoption
A760986,Adoption
A709047,Transfer
A726438,Transfer
A668783,Euthanasia
A706709,Adoption
A704102,Transfer
A731380,Adoption
A721141,Return to Owner
A667432,Transfer
A688414,Return to Owner
A760098,Adoption
A719118,Adoption
A759037,Adoption
A701808,Transfer
A765343,Adoption
A715843,Return to Owner
A760729,Transfer
A688658,Transfer
A692882,Transfer
A753080,Adoption
A713451,Adoption
A711584,Transfer
A739523,Adoption
A743559,Adoption
A448750,Return to Owner
A740593,Adoption
A701353,Transfer
A680444,Return to Owner
A703889,Return to Owner
A692958,Transfer
A706978,Adoption
A690477,Transfer
A753737,Adoption
A700477,Transfer
A720271,Adoption
A688207,Transfer
A711117,Adoption
A702770,Adoption
A663966,Adoption
A711018,Adoption
A703361,Adoption
A747826,Transfer
A736002,Transfer
A670017,Return to Owner
A751589,Adoption
A760783,Adoption
A620900,Transfer
A716345,Adoption
A702167,Euthanasia
A682552,Return to Owner
A694436,Adoption
A741649,Return to Owner
A676534,Transfer
A747851,Euthanasia
A676835,Adoption
A680921,Transfer
A736483,Return to Owner
A718590,Adoption
A713959,Adoption
A712657,Adoption
A669159,Adoption
A672631,Adoption
A666131,Adoption
A743498,Adoption
A705389,Adoption
A735506,Adoption
A707790,Adoption
A691373,Transfer
A591124,Return to Owner
A696517,Transfer
A705809,Adoption
A757099,Adoption
A730745,Adoption
A746727,Adoption
A732856,Transfer
A761043,Adoption
A747726,Transfer
A695911,Adoption
A740438,Adoption
A734478,Euthanasia
A699325,Euthanasia
A681017,Adoption
A738568,Adoption
A726832,Adoption
A749739,Transfer
A666801,Return to Owner
A760342,Transfer
A717709,Adoption
A723873,Adoption
A669110,Adoption
A718068,Transfer
A718932,Adoption
A727550,Transfer
A674705,Return to Owner
A715232,Adoption
A714867,Adoption
A673098,Return to Owner
A691864,Return to Owner
A722307,Adoption
A691552,Adoption
A700911,Transfer
A684651,Transfer
A749025,Transfer
A708539,Transfer
A677961,Adoption
A719428,Transfer
A680895,Return to Owner
A678054,Adoption
A694123,Adoption
A644479,Transfer
A738489,Adoption
A722643,Return to Owner
A748019,Return to Owner
A752957,Adoption
A694154,Adoption
A731274,Transfer
A668198,Adoption
A669984,Adoption
A763573,Return to Owner
A665632,Adoption
A733292,Adoption
A667910,Transfer
A741547,Adoption
A700615,Transfer
A690300,Adoption
A705344,Adoption
A704296,Adoption
A675871,Transfer
A760868,Adoption
A669645,Transfer
A697170,Adoption
A711156,Return to Owner
A738531,Transfer
A683294,Transfer
A741790,Adoption
A762392,Return to Owner
A747592,Transfer
A761235,Adoption
A695859,Adoption
A730396,Adoption
A763170,Adoption
A752499,Transfer
A695238,Adoption
A681394,Euthanasia
A756414,Transfer
A668728,Adoption
A715859,Transfer
A743035,Adoption
A749658,Adoption
A696274,Transfer
A673909,Return to Owner
A672070,Euthanasia
A747483,Adoption
A680305,Adoption
A714215,Adoption
A740205,Adoption
A672011,Return to Owner
A701489,Transfer
A719666,Transfer
A722255,Adoption
A677729,Transfer
A743389,Transfer
A750582,Adoption
A669299,Transfer
A741435,Adoption
A692600,Adoption
A757884,Adoption
A717035,Adoption
A676143,Adoption
A749738,Transfer
A756302,Adoption
A650345,Return to Owner
A715073,Return to Owner
A686570,Adoption
A702926,Transfer
A678573,Adoption
A695021,Adoption
A711423,Transfer
A746728,Adoption
A733756,Adoption
A693300,Adoption
A707754,Adoption
A744038,Adoption
A675127,Transfer
A666443,Adoption
A737088,Adoption
A753223,Adoption
A690318,Adoption
A729064,Transfer
A680426,Return to Owner
A669754,Transfer
A726635,Transfer
A759676,Adoption
A750613,Transfer
A662025,Adoption
A689378,Adoption
A713877,Transfer
A665943,Transfer
A679900,Adoption
A682139,Return to Owner
A712379,Adoption
A711601,Return to Owner
A730455,Adoption
A734067,Transfer
A732869,Return to Owner
A678863,Adoption
A702047,Adoption
A700413,Transfer
A688391,Adoption
A765299,Adoption
A683320,Adoption
A738708,Adoption
A709215,Euthanasia
A673457,Adoption
A737116,Euthanasia
A762954,Transfer
A702327,Return to Owner
A746945,Adoption
A719509,Transfer
A673087,Adoption
A704447,Adoption
A698964,Adoption
A609638,Return to Owner
A745307,Euthanasia
A666169,Adoption
A728778,Adoption
A759291,Adoption
A668925,Adoption
A751810,Adoption
A652564,Return to Owner
A701328,Adoption
A701890,Adoption
A697734,Adoption
A730992,Transfer
A670972,Return to Owner
A724514,Transfer
A587085,Return to Owner
A748055,Adoption
A717568,Transfer
A761436,Transfer
A728916,Adoption
A664119,Adoption
A686108,Transfer
A720806,Return to Owner
A695525,Adoption
A680870,Adoption
A608858,Return to Owner
A717800,Return to Owner
A712978,Transfer
A722669,Return to Owner
A735959,Adoption
A682420,Adoption
A732388,Transfer
A756820,Adoption
A749441,Transfer
A707499,Transfer
A718433,Euthanasia
A668537,Adoption
A755500,Adoption
A667956,Transfer
A732347,Transfer
A715860,Transfer
A687731,Transfer
A689056,Return to Owner
A669759,Adoption
A752166,Adoption
A653768,Adoption
A702221,Transfer
A734531,Adoption
A748158,Adoption
A718809,Adoption
A719853,Adoption
A707885,Adoption
A763299,Return to Owner
A346599,Euthanasia
A704795,Transfer
A682807,Adoption
A727123,Return to Owner
A724199,Adoption
A593510,Return to Owner
A696368,Transfer
A666521,Adoption
A759610,Adoption
A687081,Adoption
A708167,Transfer
A726742,Adoption
A670727,Transfer
A738162,Adoption
A689446,Adoption
A679511,Return to Owner
A740865,Transfer
A554462,Return to Owner
A734078,Adoption
A735610,Return to Owner
A691031,Transfer
A684134,Transfer
A739008,Transfer
A666016,Transfer
A711125,Adoption
A708293,Adoption
A721809,Transfer
A752877,Adoption
A763925,Adoption
A721929,Return to Owner
A739664,Return to Owner
A588601,Return to Owner
A702491,Return to Owner
A681148,Return to Owner
A688765,Transfer
A735021,Adoption
A631953,Return to Owner
A708976,Transfer
A674012,Adoption
A664754,Adoption
A704364,Transfer
A676333,Adoption
A732915,Adoption
A749086,Transfer
A742716,Adoption
A688163,Adoption
A678531,Transfer
A754653,Transfer
A674737,Transfer
A664671,Return to Owner
A664757,Adoption
A685194,Euthanasia
A729115,Adoption
A757545,Transfer
A718404,Adoption
A759502,Transfer
A726544,Adoption
A763728,Adoption
A734164,Adoption
A676611,Transfer
A760385,Adoption
A751192,Adoption
A680703,Transfer
A668184,Adoption
A764842,Adoption
A703591,Euthanasia
A702148,Adoption
A711773,Transfer
A729116,Adoption
A693911,Transfer
A673069,Adoption
A706331,Adoption
A670230,Transfer
A675049,Return to Owner
A737750,Transfer
A706716,Adoption
A691574,Adoption
A718531,Adoption
A713228,Adoption
A755881,Return to Owner
A687809,Adoption
A682391,Transfer
A586304,Euthanasia
A686939,Transfer
A732465,Transfer
A696776,Return to Owner
A717158,Adoption
A675248,Transfer
A716464,Adoption
A684102,Transfer
A712087,Transfer
A764522,Transfer
A679094,Adoption
A716273,Transfer
A746426,Transfer
A747034,Adoption
A746250,Return to Owner
A733356,Adoption
A685147,Adoption
A745709,Return to Owner
A645112,Transfer
A749548,Transfer
A751354,Euthanasia
A677487,Transfer
A737149,Transfer
A717449,Adoption
A684254,Return to Owner
A729262,Adoption
A754002,Adoption
A733357,Adoption
A745347,Euthanasia
A719370,Adoption
A716947,Adoption
A719525,Return to Owner
A760821,Euthanasia
A712078,Adoption
A716353,Adoption
A668815,Euthanasia
A750587,Transfer
A681505,Adoption
A683049,Adoption
A713309,Adoption
A734994,Adoption
A685434,Adoption
A721606,Adoption
A747780,Transfer
A736785,Adoption
A701697,Adoption
A753151,Return to Owner
A751308,Euthanasia
A757463,Adoption
A742380,Transfer
A725405,Adoption
A726717,Adoption
A703252,Adoption
A706610,Adoption
A683255,Transfer
A641941,Return to Owner
A707708,Adoption
A713739,Adoption
A761577,Adoption
A727316,Adoption
A755616,Adoption
A679573,Adoption
A678484,Adoption
A666071,Transfer
A709319,Adoption
A664924,Adoption
A717040,Transfer
A675021,Transfer
A760269,Adoption
A690648,Adoption
A724691,Adoption
A678772,Transfer
A686212,Adoption
A763886,Adoption
A758018,Adoption
A759124,Adoption
A537149,Return to Owner
A666386,Adoption
A718889,Adoption
A700319,Adoption
A732143,Adoption
A728184,Transfer
A741297,Return to Owner
A706238,Transfer
A721776,Adoption
A702460,Adoption
A697579,Adoption
A749268,Transfer
A704540,Transfer
A747326,Adoption
A714282,Return to Owner
A734261,Adoption
A679995,Euthanasia
A684625,Adoption
A719916,Adoption
A722733,Euthanasia
A763390,Transfer
A746274,Transfer
A747517,Transfer
A682248,Return to Owner
A760264,Transfer
A701431,Return to Owner
A762284,Adoption
A672487,Transfer
A670383,Transfer
A753537,Adoption
A753070,Return to Owner
A750352,Adoption
A687179,Adoption
A609882,Return to Owner
A750740,Adoption
A716843,Adoption
A688109,Adoption
A690507,Transfer
A673975,Adoption
A686031,Euthanasia
A714174,Transfer
A721214,Adoption
A731930,Adoption
A730342,Adoption
A734626,Transfer
A731854,Transfer
A716802,Adoption
A744433,Adoption
A722241,Transfer
A700913,Transfer
A717987,Adoption
A687606,Return to Owner
A705883,Adoption
A747105,Adoption
A737350,Adoption
A712541,Adoption
A733707,Return to Owner
A724162,Transfer
A671069,Adoption
A728399,Adoption
A709195,Transfer
A746452,Adoption
A728249,Adoption
A686196,Transfer
A713452,Adoption
A678405,Adoption
A705441,Transfer
A733732,Transfer
A671086,Adoption
A715377,Adoption
A750165,Adoption
A693702,Euthanasia
A710379,Transfer
A719411,Transfer
A706729,Transfer
A644165,Return to Owner
A665428,Transfer
A683050,Return to Owner
A703549,Adoption
A689060,Transfer
A690902,Adoption
A744831,Adoption
A699146,Transfer
A689283,Transfer
A754043,Adoption
A679367,Transfer
A706316,Adoption
A691691,Adoption
A752079,Adoption
A678882,Euthanasia
A675171,Adoption
A665397,Adoption
A682406,Euthanasia
A752769,Adoption
A677172,Adoption
A719905,Adoption
A696862,Adoption
A676067,Transfer
A765283,Return to Owner
A722893,Adoption
A757589,Adoption
A737454,Adoption
A749547,Transfer
A747050,Adoption
A721265,Return to Owner
A685630,Adoption
A521990,Return to Owner
A743060,Adoption
A677660,Adoption
A679309,Transfer
A735149,Adoption
A732531,Adoption
A729611,Adoption
A740118,Adoption
A674189,Adoption
A730821,Adoption
A750347,Transfer
A699938,Adoption
A682905,Adoption
A751711,Transfer
A708919,Transfer
A745491,Transfer
A752496,Adoption
A750754,Adoption
A710685,Transfer
A726971,Adoption
A757277,Transfer
A683131,Adoption
A637358,Transfer
A765112,Transfer
A699607,Transfer
A672410,Return to Owner
A705133,Transfer
A681801,Adoption
A674523,Adoption
A694466,Adoption
A601095,Adoption
A687810,Transfer
A672573,Adoption
A708268,Return to Owner
A757996,Transfer
A662100,Return to Owner
A665342,Adoption
A755943,Adoption
A748606,Return to Owner
A690235,Return to Owner
A702343,Adoption
A696872,Adoption
A694499,Adoption
A680081,Adoption
A749432,Adoption
A738884,Return to Owner
A669436,Euthanasia
A735086,Transfer
A723108,Transfer
A727441,Transfer
A701141,Transfer
A703202,Return to Owner
A715283,Transfer
A720667,Adoption
A745958,Euthanasia
A700785,Transfer
A765921,Euthanasia
A716367,Transfer
A755239,Adoption
A691964,Adoption
A698301,Transfer
A679513,Transfer
A721036,Adoption
A715804,Adoption
A726135,Adoption
A764785,Adoption
A704585,Adoption
A738452,Return to Owner
A709643,Return to Owner
A729227,Transfer
A744249,Adoption
A700948,Return to Owner
A686755,Adoption
A748732,Adoption
A744095,Adoption
A760697,Return to Owner
A737390,Adoption
A708398,Transfer
A744440,Return to Owner
A705357,Transfer
A738144,Adoption
A727391,Adoption
A734674,Euthanasia
A752372,Adoption
A513956,Return to Owner
A709214,Adoption
A752925,Transfer
A740894,Transfer
A734522,Transfer
A535768,Adoption
A729905,Adoption
A738253,Adoption
A706449,Transfer
A747776,Transfer
A733566,Transfer
A720063,Return to Owner
A733046,Adoption
A692489,Adoption
A665593,Adoption
A700965,Transfer
A683943,Transfer
A699274,Euthanasia
A727045,Adoption
A725145,Transfer
A700755,Transfer
A689401,Adoption
